Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,Yes,Travel_Frequently,708,Sales,7 years ,2,Medical,1691,Very High,Female,95,High,Entry Level,Sales Representative,High,Married,2655,2,Yes,11,Stanadard,High,80,2,19 years ,Better,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2 years ,4,Life Sciences,1692,Very High,Male,95,High,Entry Level,Laboratory Technician,Medium,Single,1393,1,No,12,Stanadard,Low,80,0,1 years ,Better,1,0,0,0
26,No,Non-Travel,786,Research & Development,7 years ,3,Medical,1693,Very High,Male,76,High,Entry Level,Laboratory Technician,Very High,Single,2570,1,No,20,High,High,80,0,7 years ,Better,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22 years ,3,Technical Degree,1694,Low,Male,94,Medium,Entry Level,Research Scientist,Medium,Divorced,3537,5,No,12,Stanadard,Very High,80,1,8 years ,Better,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5 years ,2,Medical,1696,Medium,Male,57,Medium,Junior Level,Laboratory Technician,Very High,Married,3986,1,No,14,Stanadard,High,80,1,15 years ,Best,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1 years ,4,Medical,1697,High,Male,92,Low,Senior Level,Healthcare Representative,Very High,Divorced,10883,3,No,20,High,High,80,1,19 years ,Best,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21 years ,3,Medical,1698,Medium,Male,79,Very High,Entry Level,Laboratory Technician,Medium,Married,2028,1,No,18,Stanadard,Very High,80,3,14 years ,Better,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1 years ,4,Medical,1700,High,Male,31,Low,Junior Level,Sales Executive,Very High,Divorced,9525,1,No,14,Stanadard,High,80,2,6 years ,Good,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19 years ,3,Life Sciences,1701,Medium,Female,35,Medium,Entry Level,Research Scientist,Very High,Married,2929,1,No,12,Stanadard,Medium,80,0,10 years ,Better,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7 years ,3,Life Sciences,1702,High,Male,99,High,Entry Level,Sales Representative,Very High,Divorced,2275,1,Yes,21,High,Medium,80,1,3 years ,Better,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2 years ,3,Life Sciences,1703,High,Female,96,Very High,Senior Level,Healthcare Representative,Very High,Married,7879,1,Yes,19,Stanadard,Medium,80,1,9 years ,Better,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2 years ,4,Medical,1704,Low,Male,79,Medium,Entry Level,Research Scientist,Very High,Single,4930,0,Yes,14,Stanadard,High,80,0,6 years ,Best,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2 years ,3,Medical,1706,Very High,Male,73,High,Junior Level,Sales Executive,Very High,Married,7847,1,Yes,17,Stanadard,Low,80,1,10 years ,Better,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9 years ,3,Medical,1707,High,Male,62,Very High,Entry Level,Research Scientist,High,Married,4401,1,No,16,Stanadard,Very High,80,1,5 years ,Better,5,3,0,4
41,No,Travel_Rarely,918,Sales,6 years ,3,Marketing,1708,Very High,Male,35,High,Senior Level,Sales Executive,High,Single,9241,1,No,12,Stanadard,Medium,80,0,10 years ,Better,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9 years ,4,Medical,1709,Very High,Female,43,High,Entry Level,Laboratory Technician,High,Married,2974,9,No,17,Stanadard,High,80,1,9 years ,Better,5,3,1,2
36,No,Travel_Rarely,530,Sales,2 years ,4,Life Sciences,1710,High,Female,51,High,Junior Level,Sales Representative,Very High,Single,4502,3,No,15,Stanadard,High,80,0,17 years ,Good,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1 years ,1,Life Sciences,1712,High,Male,74,Medium,Senior Level,Healthcare Representative,High,Married,10748,3,No,23,High,Very High,80,1,25 years ,Good,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22 years ,1,Human Resources,1714,Very High,Male,58,Low,Entry Level,Human Resources,High,Married,1555,1,No,11,Stanadard,High,80,1,1 years ,Better,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9 years ,3,Life Sciences,1716,High,Male,82,Low,Lead Level,Sales Executive,High,Married,12936,7,No,11,Stanadard,High,80,0,25 years ,Bad,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17 years ,4,Medical,1718,Very High,Male,62,Low,Entry Level,Laboratory Technician,High,Married,2305,1,No,15,Stanadard,High,80,3,3 years ,Best,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28 years ,2,Technical Degree,1719,Very High,Female,48,Medium,Lead Level,Research Director,Medium,Single,16704,1,No,11,Stanadard,High,80,0,21 years ,Better,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10 years ,3,Life Sciences,1720,Low,Male,56,High,Entry Level,Research Scientist,High,Married,3433,6,No,13,Stanadard,Low,80,1,10 years ,Good,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2 years ,4,Life Sciences,1721,Medium,Male,69,High,Entry Level,Laboratory Technician,High,Married,3477,1,No,14,Stanadard,Very High,80,1,6 years ,Best,5,2,0,3
41,No,Non-Travel,552,Human Resources,4 years ,3,Human Resources,1722,High,Male,60,Low,Junior Level,Human Resources,Medium,Married,6430,6,No,19,Stanadard,Medium,80,1,10 years ,Better,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8 years ,2,Life Sciences,1724,Medium,Female,92,High,Junior Level,Manufacturing Director,Low,Married,6516,2,Yes,16,Stanadard,Medium,80,1,18 years ,Better,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29 years ,1,Medical,1725,Medium,Male,91,High,Entry Level,Laboratory Technician,Low,Divorced,3907,1,No,13,Stanadard,Medium,80,3,6 years ,Best,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13 years ,4,Life Sciences,1727,High,Male,34,High,Junior Level,Healthcare Representative,Medium,Single,5562,6,No,14,Stanadard,Very High,80,0,19 years ,Better,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27 years ,4,Life Sciences,1728,Very High,Male,49,High,Junior Level,Manufacturing Director,High,Married,6883,2,No,16,Stanadard,Medium,80,1,17 years ,Better,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16 years ,1,Life Sciences,1729,Medium,Male,33,High,Entry Level,Research Scientist,Very High,Married,2862,1,No,12,Stanadard,Medium,80,1,10 years ,Good,10,0,0,8
47,No,Non-Travel,543,Sales,2 years ,4,Marketing,1731,High,Male,87,High,Junior Level,Sales Executive,Medium,Married,4978,7,No,11,Stanadard,Very High,80,1,4 years ,Bad,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2 years ,3,Life Sciences,1732,High,Male,74,High,Senior Level,Sales Executive,Very High,Divorced,10368,4,Yes,12,Stanadard,Medium,80,1,13 years ,Good,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13 years ,5,Marketing,1733,Medium,Male,96,Medium,Junior Level,Sales Executive,Low,Divorced,6134,5,Yes,13,Stanadard,Medium,80,3,16 years ,Better,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1 years ,2,Life Sciences,1734,Low,Male,34,Low,Junior Level,Sales Executive,Medium,Single,6735,6,No,15,Stanadard,Medium,80,0,10 years ,Better,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4 years ,1,Medical,1735,High,Female,51,High,Entry Level,Laboratory Technician,Medium,Single,3295,1,No,13,Stanadard,High,80,0,3 years ,Bad,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24 years ,1,Technical Degree,1736,Very High,Female,30,High,Junior Level,Manufacturing Director,Very High,Single,5238,2,No,20,High,Very High,80,0,9 years ,Good,5,4,1,4
39,No,Non-Travel,792,Research & Development,1 years ,3,Life Sciences,1737,Very High,Male,77,High,Junior Level,Laboratory Technician,Very High,Married,6472,1,Yes,15,Stanadard,Very High,80,1,9 years ,Better,9,8,5,8
32,No,Travel_Rarely,371,Sales,19 years ,3,Life Sciences,1739,Very High,Male,80,Low,Senior Level,Sales Executive,High,Married,9610,3,No,13,Stanadard,High,80,1,10 years ,Bad,4,3,0,2
40,No,Travel_Rarely,611,Sales,7 years ,4,Medical,1740,Medium,Male,88,High,Director Level,Manager,Medium,Single,19833,1,No,14,Stanadard,Medium,80,0,21 years ,Good,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4 years ,3,Life Sciences,1744,High,Female,56,Low,Senior Level,Human Resources,High,Married,9756,4,No,21,High,High,80,2,9 years ,Best,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2 years ,4,Technical Degree,1745,Very High,Female,78,Medium,Entry Level,Research Scientist,Low,Single,4968,0,No,16,Stanadard,Very High,80,0,10 years ,Better,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10 years ,3,Medical,1746,Low,Male,59,High,Entry Level,Human Resources,Very High,Married,2145,0,No,14,Stanadard,Very High,80,1,3 years ,Better,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8 years ,3,Human Resources,1747,High,Female,66,Medium,Entry Level,Human Resources,Very High,Divorced,2180,6,No,11,Stanadard,High,80,1,6 years ,Good,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5 years ,3,Technical Degree,1749,Low,Male,51,High,Junior Level,Sales Executive,High,Married,8346,1,No,19,Stanadard,High,80,1,6 years ,Better,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8 years ,3,Medical,1751,High,Female,67,High,Entry Level,Research Scientist,Very High,Single,3445,1,No,11,Stanadard,High,80,0,6 years ,Good,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9 years ,3,Marketing,1752,Medium,Female,52,Low,Entry Level,Sales Representative,Medium,Single,2760,1,No,13,Stanadard,High,80,0,2 years ,Better,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1 years ,3,Life Sciences,1753,Very High,Male,70,Very High,Junior Level,Healthcare Representative,High,Single,6294,8,Yes,12,Stanadard,Very High,80,0,10 years ,Best,3,2,0,2
30,No,Travel_Rarely,979,Sales,15 years ,2,Marketing,1754,High,Male,94,Medium,Senior Level,Sales Executive,Low,Divorced,7140,2,No,11,Stanadard,Low,80,1,12 years ,Better,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2 years ,4,Medical,1755,Very High,Male,97,Very High,Entry Level,Research Scientist,Very High,Married,2932,0,Yes,14,Stanadard,Low,80,3,6 years ,Better,5,0,1,2
33,No,Non-Travel,1283,Sales,2 years ,3,Marketing,1756,Very High,Female,62,High,Junior Level,Sales Executive,Medium,Single,5147,8,No,15,Stanadard,Very High,80,0,13 years ,Good,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11 years ,4,Marketing,1757,Very High,Female,80,High,Junior Level,Sales Executive,Very High,Single,4507,3,No,12,Stanadard,High,80,0,8 years ,Best,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16 years ,3,Life Sciences,1758,Low,Female,74,High,Senior Level,Sales Executive,Low,Single,8564,2,Yes,20,High,High,80,0,11 years ,Good,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2 years ,2,Medical,1760,High,Female,75,Medium,Entry Level,Laboratory Technician,Medium,Married,2468,4,No,14,Stanadard,Medium,80,1,9 years ,Good,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16 years ,4,Marketing,1761,Low,Male,70,High,Senior Level,Sales Executive,High,Married,8161,2,No,13,Stanadard,Low,80,3,10 years ,Better,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4 years ,3,Technical Degree,1762,Very High,Female,91,Medium,Entry Level,Research Scientist,Low,Divorced,2109,1,No,13,Stanadard,High,80,1,1 years ,Better,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16 years ,3,Life Sciences,1763,High,Male,58,Very High,Junior Level,Healthcare Representative,High,Married,5294,3,No,16,Stanadard,High,80,1,10 years ,Better,7,0,1,7
32,No,Non-Travel,953,Research & Development,5 years ,4,Technical Degree,1764,Medium,Male,65,High,Entry Level,Research Scientist,Medium,Single,2718,2,No,14,Stanadard,Medium,80,0,12 years ,Better,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18 years ,3,Medical,1766,Medium,Male,60,Low,Junior Level,Healthcare Representative,Very High,Married,5811,3,Yes,16,Stanadard,High,80,1,15 years ,Better,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17 years ,3,Technical Degree,1767,High,Male,38,Medium,Entry Level,Research Scientist,High,Married,2437,9,Yes,16,Stanadard,Very High,80,1,6 years ,Better,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,12 years ,3,Medical,1768,Medium,Male,57,High,Entry Level,Laboratory Technician,Medium,Divorced,2766,8,No,22,High,Medium,80,3,7 years ,Good,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,2 years ,3,Medical,1770,High,Male,60,Medium,Director Level,Research Director,Low,Married,19038,8,No,12,Stanadard,Medium,80,3,34 years ,Better,1,0,0,0
33,No,Non-Travel,775,Research & Development,4 years ,3,Technical Degree,1771,Very High,Male,90,High,Junior Level,Research Scientist,Medium,Divorced,3055,5,No,15,Stanadard,Very High,80,2,11 years ,Good,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,9 years ,4,Life Sciences,1772,High,Male,94,High,Entry Level,Laboratory Technician,Low,Divorced,2289,1,No,20,High,Medium,80,2,5 years ,Better,5,3,0,4
34,No,Non-Travel,1375,Sales,10 years ,3,Life Sciences,1774,Very High,Male,87,High,Junior Level,Sales Executive,High,Divorced,4001,1,Yes,14,Stanadard,High,80,1,15 years ,Better,15,14,0,7
53,No,Non-Travel,661,Research & Development,1 years ,4,Medical,1775,Low,Female,60,Medium,Lead Level,Manufacturing Director,High,Married,12965,4,Yes,20,High,Very High,80,3,27 years ,Good,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,2 years ,3,Life Sciences,1778,Medium,Male,97,High,Entry Level,Human Resources,Very High,Single,3539,0,No,13,Stanadard,Medium,80,0,10 years ,Better,9,7,1,8
34,No,Travel_Rarely,511,Sales,3 years ,2,Life Sciences,1779,Very High,Female,32,Low,Junior Level,Sales Executive,Very High,Single,6029,5,No,12,Stanadard,Low,80,0,6 years ,Better,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7 years ,1,Marketing,1780,Medium,Male,31,High,Entry Level,Sales Representative,Medium,Single,2679,1,No,13,Stanadard,Medium,80,0,1 years ,Better,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6 years ,2,Other,1782,Very High,Female,40,Medium,Entry Level,Laboratory Technician,High,Married,3702,1,No,11,Stanadard,Medium,80,1,5 years ,Better,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8 years ,1,Medical,1783,High,Female,79,High,Entry Level,Laboratory Technician,Low,Married,2398,1,Yes,17,Stanadard,High,80,0,1 years ,Better,1,0,0,0
31,No,Travel_Rarely,196,Sales,29 years ,4,Marketing,1784,Low,Female,91,Medium,Junior Level,Sales Executive,Very High,Married,5468,1,No,14,Stanadard,Low,80,2,13 years ,Better,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,3 years ,3,Technical Degree,1786,Low,Female,53,High,Senior Level,Manager,High,Married,13116,2,No,11,Stanadard,Very High,80,0,15 years ,Better,2,2,2,2
37,No,Travel_Rarely,589,Sales,9 years ,2,Marketing,1787,Medium,Male,46,Medium,Junior Level,Sales Executive,Medium,Married,4189,1,No,14,Stanadard,Low,80,2,5 years ,Better,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2 years ,4,Medical,1789,High,Male,46,High,Director Level,Research Director,Very High,Divorced,19328,7,Yes,17,Stanadard,High,80,1,24 years ,Better,2,1,2,2
36,No,Travel_Rarely,1383,Research & Development,10 years ,3,Life Sciences,1790,Very High,Male,90,High,Senior Level,Healthcare Representative,Low,Married,8321,7,Yes,13,Stanadard,Very High,80,1,15 years ,Better,12,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,1 years ,2,Medical,1792,High,Male,99,High,Entry Level,Research Scientist,Medium,Divorced,2342,1,Yes,12,Stanadard,High,80,3,6 years ,Good,5,3,2,3
37,No,Travel_Rarely,1239,Human Resources,8 years ,2,Other,1794,High,Male,89,High,Junior Level,Human Resources,Medium,Divorced,4071,2,No,13,Stanadard,High,80,0,19 years ,Good,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,27 years ,3,Life Sciences,1797,High,Male,84,High,Junior Level,Sales Executive,Very High,Single,5813,1,Yes,18,Stanadard,Very High,80,0,10 years ,Better,10,7,7,7
33,No,Travel_Rarely,867,Research & Development,8 years ,4,Life Sciences,1798,Very High,Male,90,Very High,Entry Level,Research Scientist,Low,Married,3143,6,No,19,Stanadard,Medium,80,1,14 years ,Better,10,8,7,6
28,No,Travel_Rarely,1181,Research & Development,1 years ,3,Life Sciences,1799,High,Male,82,High,Entry Level,Research Scientist,Very High,Married,2044,1,No,11,Stanadard,High,80,1,5 years ,Best,5,3,0,3
39,No,Travel_Rarely,1253,Research & Development,10 years ,1,Medical,1800,High,Male,65,High,Senior Level,Research Director,High,Single,13464,7,No,21,High,High,80,0,9 years ,Better,4,3,2,2
46,No,Non-Travel,849,Sales,26 years ,2,Life Sciences,1801,Medium,Male,98,Medium,Junior Level,Sales Executive,Medium,Single,7991,8,No,15,Stanadard,High,80,0,6 years ,Better,2,2,2,2
40,No,Travel_Rarely,616,Research & Development,2 years ,2,Life Sciences,1802,High,Female,99,High,Entry Level,Laboratory Technician,Low,Married,3377,4,No,17,Stanadard,Very High,80,1,7 years ,Good,4,3,0,2
42,No,Travel_Rarely,1128,Research & Development,13 years ,3,Medical,1803,Medium,Male,95,Very High,Junior Level,Healthcare Representative,Low,Married,5538,5,No,18,Stanadard,High,80,2,10 years ,Good,0,0,0,0
35,No,Non-Travel,1180,Research & Development,2 years ,2,Medical,1804,Medium,Male,90,High,Junior Level,Manufacturing Director,Very High,Divorced,5762,2,No,14,Stanadard,High,80,1,15 years ,Better,7,7,1,7
38,No,Non-Travel,1336,Human Resources,2 years ,3,Human Resources,1805,Low,Male,100,High,Entry Level,Human Resources,Medium,Divorced,2592,5,No,13,Stanadard,Very High,80,3,13 years ,Better,11,10,3,8
34,Yes,Travel_Frequently,234,Research & Development,9 years ,4,Life Sciences,1807,Very High,Male,93,High,Junior Level,Laboratory Technician,Low,Married,5346,4,No,17,Stanadard,High,80,1,11 years ,Good,7,1,0,7
37,Yes,Travel_Rarely,370,Research & Development,10 years ,4,Medical,1809,Very High,Male,58,High,Junior Level,Manufacturing Director,Low,Single,4213,1,No,15,Stanadard,Medium,80,0,10 years ,Bad,10,3,0,8
39,No,Travel_Frequently,766,Sales,20 years ,3,Life Sciences,1812,High,Male,83,High,Junior Level,Sales Executive,Very High,Divorced,4127,2,No,18,Stanadard,Very High,80,1,7 years ,Better,2,1,2,2
43,No,Non-Travel,343,Research & Development,9 years ,3,Life Sciences,1813,Low,Male,52,High,Entry Level,Research Scientist,High,Single,2438,4,No,13,Stanadard,High,80,0,7 years ,Good,3,2,1,2
41,No,Travel_Rarely,447,Research & Development,5 years ,3,Life Sciences,1814,Medium,Male,85,Very High,Junior Level,Healthcare Representative,Medium,Single,6870,3,No,12,Stanadard,Low,80,0,11 years ,Bad,3,2,1,2
41,No,Travel_Rarely,796,Sales,4 years ,1,Marketing,1815,High,Female,81,High,Senior Level,Sales Executive,High,Divorced,10447,0,Yes,13,Stanadard,Very High,80,1,23 years ,Best,22,14,13,5
30,No,Travel_Rarely,1092,Research & Development,10 years ,3,Medical,1816,Low,Female,64,High,Senior Level,Manufacturing Director,High,Single,9667,9,No,14,Stanadard,Medium,80,0,9 years ,Better,7,7,0,2
26,Yes,Travel_Rarely,920,Human Resources,20 years ,2,Medical,1818,Very High,Female,69,High,Entry Level,Human Resources,Medium,Married,2148,0,Yes,11,Stanadard,High,80,0,6 years ,Better,5,1,1,4
46,Yes,Travel_Rarely,261,Research & Development,21 years ,2,Medical,1821,Very High,Female,66,High,Junior Level,Healthcare Representative,Medium,Married,8926,4,No,22,High,Very High,80,1,13 years ,Best,9,7,3,7
40,No,Travel_Rarely,1194,Research & Development,1 years ,3,Life Sciences,1822,High,Female,52,High,Junior Level,Healthcare Representative,Very High,Divorced,6513,4,No,17,Stanadard,Very High,80,1,12 years ,Better,5,3,0,3
34,No,Travel_Rarely,810,Sales,8 years ,2,Technical Degree,1823,Medium,Male,92,Very High,Junior Level,Sales Executive,High,Married,6799,1,No,21,High,High,80,2,10 years ,Better,10,8,4,8
58,No,Non-Travel,350,Sales,2 years ,3,Medical,1824,Medium,Male,52,High,Lead Level,Manager,Medium,Divorced,16291,4,No,22,High,Very High,80,1,37 years ,Good,16,9,14,14
35,No,Travel_Rarely,185,Research & Development,23 years ,4,Medical,1826,Medium,Male,91,Low,Entry Level,Laboratory Technician,High,Married,2705,0,No,16,Stanadard,Medium,80,1,6 years ,Best,5,4,0,3
47,No,Travel_Rarely,1001,Research & Development,4 years ,3,Life Sciences,1827,High,Female,92,Medium,Senior Level,Manufacturing Director,Medium,Divorced,10333,8,Yes,12,Stanadard,High,80,1,28 years ,Better,22,11,14,10
40,No,Travel_Rarely,750,Research & Development,12 years ,3,Life Sciences,1829,Medium,Female,47,High,Junior Level,Healthcare Representative,Low,Divorced,4448,2,No,12,Stanadard,Medium,80,1,15 years ,Better,7,4,7,7
54,No,Travel_Rarely,431,Research & Development,7 years ,4,Medical,1830,Very High,Female,68,High,Junior Level,Research Scientist,Very High,Married,6854,4,No,15,Stanadard,Medium,80,1,14 years ,Good,7,1,1,7
31,No,Travel_Frequently,1125,Sales,7 years ,4,Marketing,1833,Low,Female,68,High,Senior Level,Sales Executive,Low,Married,9637,2,No,14,Stanadard,Very High,80,2,9 years ,Better,3,2,2,2
28,No,Travel_Rarely,1217,Research & Development,1 years ,3,Medical,1834,High,Female,67,High,Entry Level,Research Scientist,Low,Married,3591,1,No,25,High,High,80,1,3 years ,Better,3,2,1,2
38,No,Travel_Rarely,723,Sales,2 years ,4,Marketing,1835,Medium,Female,77,Low,Junior Level,Sales Representative,Very High,Married,5405,2,Yes,20,High,Low,80,2,20 years ,Good,4,2,0,3
26,No,Travel_Rarely,572,Sales,10 years ,3,Medical,1836,High,Male,46,High,Junior Level,Sales Executive,Very High,Single,4684,1,No,13,Stanadard,Low,80,0,5 years ,Better,5,3,1,2
58,No,Travel_Frequently,1216,Research & Development,15 years ,4,Life Sciences,1837,Low,Male,87,High,Lead Level,Research Director,High,Married,15787,2,Yes,14,Stanadard,Medium,80,0,23 years ,Better,2,2,2,2
18,No,Non-Travel,1431,Research & Development,14 years ,3,Medical,1839,Medium,Female,33,High,Entry Level,Research Scientist,High,Single,1514,1,No,16,Stanadard,High,80,0,0 years ,Bad,0,0,0,0
31,Yes,Travel_Rarely,359,Human Resources,18 years ,5,Human Resources,1842,Very High,Male,89,Very High,Entry Level,Human Resources,Low,Married,2956,0,No,17,Stanadard,High,80,0,2 years ,Better,1,0,0,0
29,Yes,Travel_Rarely,350,Human Resources,13 years ,3,Human Resources,1844,Low,Male,56,Medium,Entry Level,Human Resources,Low,Divorced,2335,4,Yes,15,Stanadard,Very High,80,3,4 years ,Better,2,2,2,0
45,No,Non-Travel,589,Sales,2 years ,4,Life Sciences,1845,High,Female,67,High,Junior Level,Sales Executive,High,Married,5154,4,No,22,High,Medium,80,2,10 years ,Best,8,7,5,7
36,No,Travel_Rarely,430,Research & Development,2 years ,4,Other,1847,Very High,Female,73,High,Junior Level,Research Scientist,Medium,Married,6962,4,Yes,22,High,Very High,80,1,15 years ,Better,1,0,0,0
43,No,Travel_Frequently,1422,Sales,2 years ,4,Life Sciences,1849,Low,Male,92,High,Junior Level,Sales Executive,Very High,Married,5675,1,No,20,High,High,80,1,7 years ,Better,7,7,7,7
27,No,Travel_Frequently,1297,Research & Development,5 years ,2,Life Sciences,1850,Very High,Female,53,High,Entry Level,Laboratory Technician,Very High,Single,2379,0,Yes,14,Stanadard,High,80,0,6 years ,Good,5,4,0,2
29,No,Travel_Frequently,574,Research & Development,20 years ,1,Medical,1852,Very High,Male,40,High,Entry Level,Laboratory Technician,Very High,Married,3812,1,No,13,Stanadard,Medium,80,0,11 years ,Best,11,8,3,10
32,No,Travel_Frequently,1318,Sales,10 years ,4,Marketing,1853,Very High,Male,79,High,Junior Level,Sales Executive,Very High,Single,4648,8,No,13,Stanadard,High,80,0,4 years ,Best,0,0,0,0
42,No,Non-Travel,355,Research & Development,10 years ,4,Technical Degree,1854,High,Male,38,High,Entry Level,Research Scientist,High,Married,2936,3,No,22,High,Medium,80,2,10 years ,Good,6,3,3,3
47,No,Travel_Rarely,207,Research & Development,9 years ,4,Life Sciences,1856,Medium,Female,64,High,Entry Level,Laboratory Technician,High,Single,2105,4,No,12,Stanadard,High,80,0,7 years ,Better,2,2,2,0
46,No,Travel_Rarely,706,Research & Development,2 years ,2,Life Sciences,1857,Very High,Male,82,High,Senior Level,Manufacturing Director,Very High,Divorced,8578,3,No,14,Stanadard,High,80,1,12 years ,Good,9,8,4,7
28,No,Non-Travel,280,Human Resources,1 years ,2,Life Sciences,1858,High,Male,43,High,Entry Level,Human Resources,Very High,Divorced,2706,1,No,15,Stanadard,Medium,80,1,3 years ,Better,3,2,2,2
29,No,Travel_Rarely,726,Research & Development,29 years ,1,Life Sciences,1859,Very High,Male,93,Low,Junior Level,Healthcare Representative,High,Divorced,6384,8,No,17,Stanadard,Very High,80,2,11 years ,Better,7,0,1,6
42,No,Travel_Rarely,1142,Research & Development,8 years ,3,Life Sciences,1860,Very High,Male,81,High,Entry Level,Laboratory Technician,High,Single,3968,4,No,13,Stanadard,Very High,80,0,8 years ,Better,0,0,0,0
32,Yes,Travel_Rarely,414,Sales,2 years ,4,Marketing,1862,High,Male,82,Medium,Junior Level,Sales Executive,Medium,Single,9907,7,Yes,12,Stanadard,High,80,0,7 years ,Good,2,2,2,2
46,No,Travel_Rarely,1319,Sales,3 years ,3,Technical Degree,1863,Low,Female,45,Very High,Lead Level,Sales Executive,Low,Divorced,13225,2,No,12,Stanadard,Very High,80,1,25 years ,Better,19,17,2,8
27,No,Travel_Rarely,728,Sales,23 years ,1,Medical,1864,Medium,Female,36,Medium,Junior Level,Sales Representative,High,Married,3540,1,No,21,High,Very High,80,1,9 years ,Better,9,8,5,8
29,No,Travel_Rarely,352,Human Resources,6 years ,1,Medical,1865,Very High,Male,87,Medium,Entry Level,Human Resources,Medium,Married,2804,1,No,11,Stanadard,Very High,80,0,1 years ,Better,1,0,0,0
43,No,Travel_Rarely,823,Research & Development,6 years ,3,Medical,1866,Low,Female,81,Medium,Director Level,Manager,High,Married,19392,7,No,13,Stanadard,Very High,80,0,21 years ,Better,16,12,6,14
48,No,Travel_Rarely,1224,Research & Development,10 years ,3,Life Sciences,1867,Very High,Male,91,Medium,Director Level,Research Director,Medium,Married,19665,4,No,12,Stanadard,Very High,80,0,29 years ,Better,22,10,12,9
29,Yes,Travel_Frequently,459,Research & Development,24 years ,2,Life Sciences,1868,Very High,Male,73,Medium,Entry Level,Research Scientist,Very High,Single,2439,1,Yes,24,High,Medium,80,0,1 years ,Good,1,0,1,0
46,Yes,Travel_Rarely,1254,Sales,10 years ,3,Life Sciences,1869,High,Female,64,High,Senior Level,Sales Executive,Medium,Married,7314,5,No,21,High,High,80,3,14 years ,Better,8,7,0,7
